site_year_code,transect,point,height ,species,native_status,life_history,plant_code,stature
NMS-2012,16.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,16.0,24.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,20.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,20.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,24.0,4.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,24.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,28.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,28.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,32.0,24.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,32.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,32.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,36.0,24.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,44.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,56.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,56.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,64.0,16.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,64.0,12.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,68.0,8.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NUWO-2011,4.3,24.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NUWO-2012,5.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NUWO-2012,13.0,140.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NUWO-2012,13.0,170.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NUWO-2012,9.0,175.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NUWO-2010,1.0,37.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NUWO-2010,1.0,57.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
NUWO-2010,11.0,167.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
EAPO-2011,4.0,16.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
EAPO-2011,4.0,20.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
EAPO-2011,12.0,16.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
EAPO-2011,16.0,12.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
EAPO-2011,16.0,16.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
EAPO-2011,36.0,28.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,1.0,2.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,1.0,4.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,4.0,21.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,4.0,22.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,4.0,25.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,6.0,23.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,9.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,10.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,11.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,11.0,22.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,15.0,23.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,19.0,3.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,19.0,5.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,20.0,6.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2008,20.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,1.0,13.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,1.0,14.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,3.0,8.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,3.0,9.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,6.0,22.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,6.0,23.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,6.0,24.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,7.0,21.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,7.0,22.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,7.0,23.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,8.0,15.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,8.0,18.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,8.0,20.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,9.0,17.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,10.0,25.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,17.0,27.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,18.0,25.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,19.0,21.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,19.0,22.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,19.0,23.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,20.0,21.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDU-2009,20.0,37.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2010,6.0,25.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2010,6.0,37.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2010,24.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2010,24.0,7.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2010,30.0,55.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2010,36.0,1.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2010,36.0,55.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2010,48.0,49.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2010,48.0,55.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2010,48.0,55.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2010,54.0,49.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2010,60.0,19.0,Low,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2011,28.0,1.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2011,35.0,50.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2011,42.0,1.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2011,42.0,50.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2011,70.0,1.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2011,70.0,15.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2012,7.0,28.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2012,7.0,35.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2012,21.0,0.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2013,28.0,49.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2012,28.0,56.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2012,42.0,7.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2012,63.0,21.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2012,63.0,7.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
SUDO-2012,70.0,14.0,L,fragaria chiloensis,Native,Perennial,FRCH,Forb
NMS-2012,64.0,20.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NMS-2010,80.0,16.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NMS-2011,36.0,11.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NMS-2011,56.0,23.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NMS-2012,8.0,24.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NMS-2012,44.0,20.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NMS-2012,56.0,24.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NMS-2012,60.0,24.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NMS-2012,60.0,20.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NMS-2012,60.0,20.0,Medium,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2011,4.3,8.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2011,4.3,104.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2011,9.3,100.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2011,9.3,128.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2011,14.3,32.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2011,14.3,100.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2012,1.0,65.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2012,5.0,190.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2012,13.0,130.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2012,13.0,135.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2010,6.0,102.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2010,11.0,7.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
NUWO-2010,16.0,7.0,Low,fumaria parviflora,Exotic,Annual,FUPA,Forb
SUDO-2012,56.0,35.0,L,fumaria parviflora,Exotic,Annual,FUPA,Forb
NMS-2011,-8.0,-1.0,Low,galium aparine,,,,
NUWO-2011,9.3,108.0,Low,galium aparine,,,,
NUWO-2011,9.3,128.0,Low,galium aparine,,,,
NUWO-2012,5.0,55.0,Low,geranium dissectum,,,,
NUWO-2012,5.0,65.0,Low,geranium dissectum,,,,
NUWO-2012,5.0,140.0,Low,geranium dissectum,,,,
NUWO-2012,5.0,140.0,Low,geranium dissectum,,,,
NUWO-2011,9.3,112.0,Low,geranium dissectum,,,,
EAPO-2011,4.0,20.0,L,geranium dissectum,,,,
EAPO-2011,12.0,4.0,L,geranium dissectum,,,,
SUDO-2011,35.0,15.0,L,geranium dissectum,,,,
SUDO-2011,35.0,57.0,L,geranium dissectum,,,,
NUWO-2010,6.0,157.0,Low,geranium molle,Exotic,Annual,GEMO,Forb
NUWO-2010,6.0,177.0,Low,geranium molle,Exotic,Annual,GEMO,Forb
NUWO-2010,11.0,172.0,Low,geranium molle,Exotic,Annual,GEMO,Forb
NUWO-2010,11.0,182.0,Low,geranium molle,Exotic,Annual,GEMO,Forb
NUWO-2011,4.3,104.0,Low,geranium molle,Exotic,Annual,GEMO,Forb
NUWO-2011,4.3,108.0,Low,geranium molle,Exotic,Annual,GEMO,Forb
NUWO-2011,9.3,160.0,Low,geranium molle,Exotic,Annual,GEMO,Forb
NMS-2011,48.0,3.0,Low,gnaphalium luteo-album,,,,
NMS-2010,16.0,4.0,Low,gnaphalium luteo-album,,,,
NMS-2010,20.0,0.0,Low,gnaphalium luteo-album,,,,
NMS-2010,56.0,8.0,Low,gnaphalium luteo-album,,,,
NMS-2010,60.0,12.0,Low,gnaphalium luteo-album,,,,
NMS-2010,60.0,20.0,Low,gnaphalium luteo-album,,,,
NMS-2010,72.0,12.0,Low,gnaphalium luteo-album,,,,
NUWO-2010,6.0,32.0,Low,gnaphalium luteo-album,,,,
NUWO-2010,6.0,182.0,Low,gnaphalium luteo-album,,,,
SUDU-2009,13.0,25.0,Low,gnaphalium luteo-album,,,,
SUDU-2009,14.0,25.0,Low,gnaphalium luteo-album,,,,
NMS-2012,64.0,8.0,Low,gnaphalium luteoalbum,Exotic,Annual,GNLU,Forb
NUWO-2012,1.0,185.0,Low,gnaphalium sp.,,,,
NMS-2011,0.0,23.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2011,64.0,11.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2011,-4.0,11.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2011,32.0,7.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2011,32.0,11.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2012,16.0,24.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2012,28.0,16.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2012,36.0,8.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2012,36.0,12.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2012,52.0,20.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2012,52.0,16.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2012,60.0,4.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2010,56.0,16.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2010,36.0,20.0,Medium,gnaphalium stramineum,Native,Annual,GNST,Forb
NUWO-2012,5.0,50.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NUWO-2010,6.0,12.0,Low,gnaphalium stramineum,Native,Annual,GNST,Forb
NMS-2010,24.0,20.0,Low,grass litter,,,,
NMS-2010,28.0,12.0,Low,grass litter,,,,
NMS-2010,40.0,8.0,Low,grass litter,,,,
NMS-2010,44.0,0.0,Low,grass litter,,,,
NMS-2010,44.0,4.0,Low,grass litter,,,,
NMS-2010,44.0,8.0,Low,grass litter,,,,
NMS-2010,44.0,24.0,Low,grass litter,,,,
NMS-2010,48.0,0.0,Low,grass litter,,,,
NMS-2010,48.0,4.0,Low,grass litter,,,,
NMS-2010,48.0,28.0,Low,grass litter,,,,
NMS-2010,56.0,0.0,Low,grass litter,,,,
NMS-2010,56.0,4.0,Low,grass litter,,,,
NMS-2010,56.0,8.0,Low,grass litter,,,,
NMS-2010,68.0,20.0,Low,grass litter,,,,
NMS-2012,36.0,0.0,Low,grindelia hirsutula,Native,Perennial,GRHI,Forb
NUWO-2011,9.3,176.0,Low,grindelia hirsutula,Native,Perennial,GRHI,Forb
NUWO-2012,9.0,180.0,Low,grindelia hirsutula,Native,Perennial,GRHI,Forb
NUWO-2012,9.0,180.0,Medium,grindelia hirsutula,Native,Perennial,GRHI,Forb
SUDU-2009,4.0,25.0,Low,grindelia hirsutula,Native,Perennial,GRHI,Forb
SUDO-2011,28.0,1.0,L,grindelia hirsutula,Native,Perennial,GRHI,Forb
SUDO-2011,28.0,57.0,L,grindelia hirsutula,Native,Perennial,GRHI,Forb
SUDO-2011,28.0,57.0,M,grindelia hirsutula,Native,Perennial,GRHI,Forb
SUDO-2011,35.0,50.0,L,grindelia hirsutula,Native,Perennial,GRHI,Forb
SUDO-2011,42.0,1.0,L,grindelia hirsutula,Native,Perennial,GRHI,Forb
SUDO-2011,49.0,1.0,L,grindelia hirsutula,Native,Perennial,GRHI,Forb
SUDO-2011,56.0,43.0,L,grindelia hirsutula,Native,Perennial,GRHI,Forb
SUDO-2012,21.0,49.0,L,grindelia hirsutula,Native,Perennial,GRHI,Forb
SUDO-2012,35.0,49.0,L,grindelia hirsutula,Native,Perennial,GRHI,Forb
SUDO-2012,56.0,49.0,L,grindelia hirsutula,Native,Perennial,GRHI,Forb
SUDO-2012,63.0,21.0,L,grindelia hirsutula,Native,Perennial,GRHI,Forb
NMS-2010,16.0,0.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
NUWO-2010,11.0,177.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDU-2009,2.0,25.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDU-2009,3.0,25.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,6.0,1.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,6.0,1.0,Medium,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,6.0,7.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,12.0,1.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,12.0,7.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,12.0,55.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,18.0,55.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,30.0,1.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,36.0,49.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,42.0,1.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,42.0,1.0,Medium,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,48.0,1.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,48.0,1.0,Medium,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,48.0,31.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,54.0,43.0,Low,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
SUDO-2010,54.0,43.0,Medium,grindelia hirsutula var. hirsutula,Native,Perennial,GRHI,Forb
NMS-2012,20.0,12.0,Low,heracleum lanatum,,,,
NMS-2012,16.0,12.0,Medium,heracleum lanatum,,,,
NMS-2010,52.0,20.0,Low,hesperocnide tenella,Native,Annual,HETE,Forb
NUWO-2012,9.0,20.0,Medium,heteromeles arbutifolia,,,,
EAPO-2011,56.0,8.0,M,heteromeles arbutifolia,,,,
EAPO-2011,64.0,12.0,L,heteromeles arbutifolia,,,,
EAPO-2011,64.0,12.0,M,heteromeles arbutifolia,,,,
NMS-2012,48.0,24.0,Low,hordeum marinum,Exotic,Annual,HOMA,Grass
NUWO-2010,1.0,57.0,Low,hordeum marinum,Exotic,Annual,HOMA,Grass
NUWO-2010,6.0,72.0,Low,hordeum marinum,Exotic,Annual,HOMA,Grass
NUWO-2010,11.0,112.0,Low,hordeum marinum,Exotic,Annual,HOMA,Grass
NUWO-2010,16.0,2.0,Low,hordeum marinum,Exotic,Annual,HOMA,Grass
NUWO-2010,16.0,142.0,Low,hordeum marinum,Exotic,Annual,HOMA,Grass
NMS-2011,16.0,23.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NMS-2011,24.0,7.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NMS-2011,-8.0,-1.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NMS-2011,36.0,19.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NMS-2010,4.0,8.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NMS-2010,36.0,8.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NMS-2010,52.0,0.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NMS-2010,76.0,24.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2011,4.3,68.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2011,4.3,112.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2011,4.3,136.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2011,9.3,0.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2011,9.3,112.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2011,9.3,136.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2011,9.3,164.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2011,14.3,0.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2011,14.3,124.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2011,14.3,128.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2011,14.3,140.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2010,11.0,167.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2010,16.0,147.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2010,11.0,142.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,9.0,0.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,9.0,60.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,9.0,110.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,9.0,120.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,9.0,130.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,9.0,135.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,1.0,35.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,1.0,65.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,1.0,135.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,13.0,60.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,13.0,75.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,13.0,80.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,13.0,105.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,13.0,140.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NUWO-2012,13.0,145.0,Low,hordeum sp.,Exotic,Annual,HOSP,Grass
NMS-2012,4.0,0.0,Low,iris douglasiana,,,,
NMS-2012,8.0,20.0,Low,iris douglasiana,,,,
EAPO-2011,60.0,20.0,L,iris douglasiana,,,,
NUWO-2011,14.3,40.0,Low,iris douglasii,Native,Perennial,IRDO,Forb
NUWO-2012,1.0,130.0,Low,iris douglasii,Native,Perennial,IRDO,Forb
NUWO-2010,16.0,37.0,Low,iris douglasii,Native,Perennial,IRDO,Forb
NUWO-2010,16.0,87.0,Low,iris douglasii,Native,Perennial,IRDO,Forb
NMS-2011,32.0,27.0,Low,juncus bufonius,,,,
NUWO-2012,9.0,180.0,Low,juncus leseuerii,,,,
NMS-2012,8.0,20.0,Low,leymus triticoides,,,,
NMS-2012,16.0,20.0,Low,leymus triticoides,,,,
NMS-2010,40.0,12.0,Low,litter,,,,
NUWO-2012,9.0,30.0,Low,litter,,,,
NUWO-2012,9.0,35.0,Low,litter,,,,
NUWO-2012,9.0,40.0,Low,litter,,,,
NUWO-2012,9.0,45.0,Low,litter,,,,
NUWO-2012,9.0,50.0,Low,litter,,,,
NUWO-2012,9.0,55.0,Low,litter,,,,
NUWO-2012,9.0,75.0,Low,litter,,,,
NUWO-2012,9.0,90.0,Low,litter,,,,
NUWO-2012,9.0,95.0,Low,litter,,,,
NUWO-2012,9.0,100.0,Low,litter,,,,
NUWO-2012,9.0,105.0,Low,litter,,,,
NUWO-2012,9.0,110.0,Low,litter,,,,
NUWO-2012,9.0,120.0,Low,litter,,,,
NUWO-2012,9.0,130.0,Low,litter,,,,
NUWO-2010,11.0,47.0,Low,cuma pira litter,,,,
NMS-2011,12.0,23.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,12.0,27.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,24.0,27.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,24.0,23.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,24.0,7.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,64.0,27.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,64.0,11.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,64.0,7.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,64.0,3.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,60.0,11.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,60.0,15.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,60.0,19.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,60.0,27.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,-4.0,19.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,36.0,23.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,36.0,11.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,32.0,27.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,28.0,,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,48.0,7.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,52.0,23.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,52.0,15.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,52.0,11.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,52.0,-1.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,56.0,27.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,56.0,11.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2011,56.0,3.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2012,4.0,12.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2012,8.0,16.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2012,20.0,24.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2012,28.0,8.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2012,32.0,24.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2012,32.0,8.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2012,36.0,8.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2012,36.0,12.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
NMS-2012,36.0,20.0,Low,lolium sp.,Exotic,Annual,LOSP,Grass
